text,label
Stand out #pinkhair #pnw #views #letsgosomewhere #portland #vibrant #graffitiart…,❤
Met Keith Morrison today! Make sure to watch @user tonight at 10! It's gonna be a good one …,😉
Say “Me!” if you’re a fan of Princess cut or square diamond studs..,😊
mama is going out tnt....,😜
Retreat was s'more fun #retreatyourself2016,😜
TONiGHT lilbaby_1 #BIRTHDAYBASH $#TOOHARD #MixtapeReleaseParty#ClubCruical…,🔥
"Que Sarong, Sarong. Whatever will be will be. by @user",📷
Always a good visit,✨
<{ Music Video Alert }>Video Link In BioShot and edited by: oneclickrick aka…,🔥
Celebrating my little sisters bday!!! Happy 25th!!! @user fairmonthotels,😉
"How dunkers shoot free throws ....S/o to dylandunks for creating the ""Kangaroo Dunk"" I…",😂
"The things you find when cleaning your car, haha! #oldasfuck #circa2004 #puyallupfair…",😂
HOW DO YOU NOT KNOW WHAT A BURRITO HOLDER IS,😂
#Repost @user with repostapp.・・・Sick boards from @user #SibbzKrew…,🔥
Weird but - Drinking a Battle of Charro II by @user at @user — #photo,🔥
The only human that matters to me,❤
Hahaha I'm so weak!! Lol,😂
I don't think you could tell which desk is mine #tallpeopleproblems,😜
Thee best accessory is a smile... : @user - Jan -,📷
Wavy AF. #BVillain #ShredForALiving! // : @user,📷
@ College Park (Orlando),😂
Probably one of these best pictures I've ever takin in my life nothing better in the world…,❤
"We have this theory that if you wear spring colors in winter, spring will come faster. :…",📷
Stop to smell the roses. #granhabano #georgerico #granhabanocigars…,😊
"Drinks with Tony (@ The Garden Cafe in Los Angeles, CA)",😊
@user Hilarious tweets Hannah. Deeliciously ...Followback Sweetness!,🔥
Ummm...I think I’ll pass on putting my #face there for a #photo frankenmuth @user @user,😂
@ Orlando World Center Marriott,🔥
{you will never regret choosing kindness },✨
See ya all soon @user #didsowell #practicemakesperfect #doingitoverandover #polefitness…,😁
Fighting Gladiator Challenge vs Jordan Wright (6-0) for a Strap Can't Wait will have my…,💯
(at @user [pic] —,🔥
I love being able to wake up everyday and enjoy life,😊
I have never seen anything so gorgeous in my life. As soon as I entered BAPS Shi Swaminarayan…,✨
Move it Monday Shirt forever21plusVest eloquii Pants rainbowshops Shoes dsw…,😉
You need duck garb. We can help you with that.,😉
Yassssss #etsy producing her #coins toooo! Thanks for the orders ladies!…,✨
Because it's funny She is lion today!,😂
Zen : @user #BlackSuburbia #TheNewZealots,📷
and I'm coming for you next,❤
Post race selfie I'm pretty excited with the outcome of this race. Of course I was a little…,📷
"I was here (@ Grand Canyon National Park in Boulder City, NV)",😜
Duke’s campus is beautiful. Had a great time at the game. Go Noles,😊
"Thank you Bill for the wine, wisdom, laughter, and that extra pour of Eros Fuddhist tip:…",😉
Daniel being silly as per usual ha!,😂
Howling & Hanging. Pic before our mouths were on !!! Check @user for the side quest gram.…,🔥
#tb filming the funniest video today! Make sure you tune in tomorrow!,😂
Hanging on to time... |: @user ....#stephenellis #singersongwriter #rapper…,📷
#Repost this_means with repostapp.・・・Reflecting ... by @user ... #thismeansmar…,📷
Dad flew mom down to the beach today since she couldn't join us last weekend,❤
When your baby wakes up at 4:30 am you go to the #Merc,😂
Yall niggas finna drive 30 miles to go stand in the sand with some bitches,😂
Made it home!! eyes are tired... but #firedup my moms catching me up on her week...…,😁
Surpernatural #niagarafalls #canada #usa #travel #adventuretravel #photography #photographer…,🔥
style by taylorswift #mathewtucciaronephotography [*o ],😎
Charlee #puppy #yellowlab coles_candid_photography,📷
Bench is comin back (not that it was ever that good) but I'm feelin good pressing again. Had…,🔥
"New Vlog up on #ChiefObiVlogs This one is about how I made it to Jidenna's ""The Let Out"" ft…",🔥
"Honored to be in the top agents but couldn't do this alone. Big thanks to my loyal clients,…",💯
1st Night in #LasVegas #vegasnights #Vegas #RedTurns24InVegas #birthdaysurprise #vegasclubs @user,✨
Hope You Do - chrisbrownofficial,🔥
Camp was a blast with my best friend! But it feels so good to be home,😊
No these are not all for me! Cheers! Counting down to the Fall Fashion Show... #cabiscoop…,😂
our client always looks amazing in our darkest formula !! #tangoals Book yours…,🔥
Waking up in a different city is always a great feeling! Good morning Chicago!,❤
Getting the S7 Edge. Why can't it be blue? #galaxynote7 #samsunggalaxynote7 #note7recall #note7…,😂
Homemade lunchmeat sushi. Yaaaassssss baby!!!#Sushi#homemade #quickfix #bomb,😊
first game tomorrow... #2 #swayboogie,🔥
It's that life....#divensurf | @user #hometown #sliceoflife #hermosabeach #strand…,📷
"Double #mercmonday ! Sneak peak from our shoot with jhaasphoto Once again, with the lovely…",📷
Fun night :chloetappan,📷
@user havent fully read it yet but have to trust peer review right graphene also proven inferior to hemp so bring out the cannabis!,😊
#TourLife with @user last weekend #skullcandy #PearlDrums #rockaholic,😜
Happy National BBQ Month!! Recently found some salmon on the grill #nationalbbqmonth…,😉
"Always a fan of gorgeous church weddings. : ryanflynnphoto . makeupwithme_ , stacyanderson…",📷
Lomo Anamorphics x Red Weapon x MōVI Pro Prepping for @user spot for Mosaic LA. by…,📷
Hey there fella! Helping sweep trains? #trimet #max #train #lrv #rubyjunction #rubyyard…,😁
Got a thing for heat? we've got you covered at our bloody bar! Bottomless bloodys and mimosas…,🔥
What’s next? // awoken_ones,📷
Went to Golden Corral today for the first time. I LOVE it! #GoldenCorral #Buffet #Bellflower #Yum #Dinner #Family,😁
Wishing you lots of light in this new year! I hope light rains on you (I also hope they have…,✨
NEW On the blog! My picks for best sports bras! Link in bio!...YOU ASKED! YOU RECEIVED! Not…,✨
I put my vacation on pause for tonight to catch these 12 hours triple time.,😂
"Brian and I got to take the ATV out and enjoy the desert a bit, thanks to @user …",😁
#getinthegame @user #lasertag Have fun!! #ArcadeMadness,😊
The look she gives me when I take her popsicle away this girl right here keeps me on my toes…,😂
#cincodemayo is right around the corner.. You ready? #tksd #ole #drinko #party,😜
"Day 5/7 #bwphotochallenge No people, no explanations. #bw #monochrome #fashion #vintagestyle…",📷
Welcome to #admo @user Congrats on #25. heidiguerard,📷
Aaron thinks he's a stud! #friends #dinner #cheers,😊
Somebody was NOT in the mood for paparazzi today!!! (sorry about dirty mirror )…,😁
Can't decide which ears to buy! #mickeyears #Disneyland #summer2017 #jackiehealthyliving…,😜
Getting ready for the show tonight! regrann from @user - Tonight #JuliaClancey…,✨
Come see us!!!! for Ojai Day 2017. <3 <3 <3 Each year Ojai Avenue is…,😁
It’s all in the details. #tablescape,✨
"Everybody Need To Rest, Even Superman #Superman",😂
"indaheart : s l a y • #instamet today over a coffee date and found this old, brick apartment…",🔥
"Our haul (at @user in Huntington Beach, CA)",😊
Join our digital fitness community! (Link in bio) @user tells us “One thing is…,✨
When your nephew photobombs your selfie with Eeyore …,😂
"Not my . This happened back in 2005, Jan 29 at 1839 (6:39pm) at night. This accident was the…",📷
#Repost bigshelbailey with repostapp.・・・For the #Puppies. #BigGuys w #lildogs #GameShakers…,😁
"Coffee anyone? So tired from pulling shots all night Seriously though, this delish cold…",😉
there's nobody else I'd rather explore the city with at 2am,❤
Not as cool as my pic with @user but still fun wearing head to toe @user at…,😊
Tis the season for coco butter,😂
Saved the best till last,😎
Fantasy Leg Day... LOLZ!,😂
"Stout time...not my fav stout, but it's better than water. #notreally",😉
"""Just take it like a man, Ryan."" captainocrunch #warriorcarry #PhotoCred: logunitas",😂
TGIF PEOPLE Join us this Sunday for a Twitter campaign with the hashtag…,💯
It's so Lit here!!! Where you at!!!,💯
When people try and hang with you but you work 50-60 hours a week you gotta spend your free time wisely not just on anyone,😂
call Veronica for more info 323-531-2819 Individual Lash Course: $400 1 Day 6-8 hour course…,✨
Painting mini originals for designercon,✨
Day 2 in Vegas my Mom walking the catwalk I had to twist her arm.. yeah right!,😉
I'm home. #Hogwarts with my mom and tia at Hogsmeade.,😊
"Happy Birthday, Ate! We love you! :@user",📷
"All Vibes For 2018 # by @user New Year to Everyone! In 2018, in the words of…",📷
Lmao Turn up was real last night,😂
@user #StyleFashionWeek at the Intrepid. Fun venue! Just saw @user . tonight @user,📷
Forget #beverlyhills this is the real deal for 99% off the price #foodporn #alpastor…,😂
Night to remember..#Lit #kingsouljatour #djkiss,🔥
Coffee from my Fav's. #coffee #pacificnorthwest,😉
LOVE the new addition Arlene! Feeling like a queen at my double audition for @user @user,😉
Current shooting situation Follow thedarkcandyagency#thedarkcandy #Paramount #hollywood…,📷
"#tbt Last weekend, with the mayor of #NAMM ... #Repost: ""Cool seeing the queen of all social…",😉
kelseymal -Oh how I love thee!!! Happy Friday!!,😂
"""PARTY MONSTER"" theweeknd PERFORMANCE!!! #tmobilearena #starboytour #starboy #partymonster…",🔥
When you open IG and your photo is the first thing on the feed. And it just so happens to be…,😊
Beautiful sunset tonight {not in this pic } and this was such a calm scene. #ineededthat…,😜
#ChargedUp #HeezSomniaGang,🔥
Ready for the Palm Springs Veterans Parade,😎
Sean Cooper #suitedup #thursdayfeels @user by johnvoyage#kainnewyork #kainnyc…,📷
I hope everyone is enjoying studying for their finals. I know I am good luck everyone #exams…,😁
Spin move .. . #beyondtheyard #yardsquad #baseball #softball #fastpitch #baseballlife…,🔥
"I love the night. Without the dark, we'd never see the stars #goodnight #goodbives #love…",✨
#Repost @user BOOM BAP WEAR Hey you! F*ck you #yls #yourlifesucks…,😜
Gumbo MUMBO! You ain't even know. ! #HaveAGreatNightFolks…,🔥
About last night... Boogies Comedy Slam was hilarious!!!#Laugh…,😂
Enjoying some family time #familytime #stillmissingafew,😁
Thankful for God’s grace #happythanksgiving #112317,❤
It was a beautiful day in the neighborhood #Bookmehttp #GWN…,😉
When you're a god at bo3 #bo3 #quadfeed #sniping #killfeed,😎
Good night and sweet dreams #goodnight #sweetdreams,✨
"Hope it's good for wat I just paid .. (@ Khun Chai Thai Restaurant in Vegas, NV)",😁
Her dog is so needy that she has to wear him while she barbques #sisinlaw #chihuahualove…,😂
Who's ready for some light #sparring to end their week? . Yup #muaythai tonight with lots of…,😁
My heart is filled with so much love for you Happy 6 months @user,❤
got emmm,😂
This is still my favorite #snapchat filter #myspiritanimal #oscarthegrouch #meangirl…,😂
@user and I are so similar ... we both have no clue about anything Star Wars …,😂
"Sunday stroll with the boys. Well, maybe a little bit harder than that . 3rd today at…",😜
Sexy...Silk...Shorts shot by heh_photography_ of the lovely ms_kaitlyndenai #celestine print…,🔥
Saturday in the city. #ILoveSF @user,📷
Cause she looks better than the view I couldn't be more proud of this lady starting her…,😉
#marinheadlands #visitmarin #sanfranciscobay #californiabound,😎
#portrait f Eric aka E-Money It's good seeing you around work again... #latergram,😊
Because it's Wednesday.... hump day and woman crush day all in one Love the beautiful and…,❤
I apologize for this clear blue sky in San Diego.,😜
@user Check out his feed for great dance photography.,📷
This nigga LeBron a robot,😂
Lowkey I'm going New Englands for outdoor #800m,😂
Good Morning tho,😂
#chasinggreatness #PEACEMAKERSBOXING #TEAMKROLL,💯
Been getting treated right finally,✨
"@ Beachfront Manasquan, NJ",😎
"OK FELLAS, (Ladies, NEWS for you too )This is for all of you who ask....""When are you going…",😉
This patient was thrilled with her #CoolSculpting result! SWIPE to check out the improvement…,✨
"Picking up my wife from the airport! (@ Seattle-Tacoma International Airport (SEA) in Seatac, WA)",😊
"new day, new wall #Disneyland",✨
"Apparently this bathroom is a photo hotspot. If you can't beat 'em, join 'em. #",📷
Night 2 and I'm happy to be behind MY kit! Put some new coated…,💯
Good night with good people and good music,❤
#Pandora by the fire wouldn't want to end the work week any other way!!,🔥
posted a new blog today. if you’d like to read it the link is in my bio. : alinamaezers @user,📷
